SERIES,Name,UNIT_MEASURE,UNIT_MULT,SEX,AGE,URBANISATION,COMPOSITE_BREAKDOWN,EDUCATION_LEV,DISABILITY_STATUS,OCCUPATION,INCOME_WEALTH_QUANTILE,PRODUCT,ACTIVITY
SE_INF_DSBL,Proportion of schools with access to adapted infrastructure and materials for students with disabilities [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries [4.b.1]",CON_USD,ALL,_T,_T,_T,_T,ALL,_T,_T,_T,_T,_T
SE_TRA_GRDL,Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country [4.c.1],PT,0,ALL,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SG_LGL_GENEQLFP,"Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life. [5.1.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_LGL_GENEQVAW,"Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 2: violence against women. [5.1.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_LGL_GENEQEMP,"Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 3: employment and economic benefits. [5.1.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_LGL_GENEQMAR,"Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 4: marriage and family. [5.1.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_VAW_MARR,Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months [5.2.1],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_PHYV,Proportion of ever-partnered women and girls subjected to physical violence by a current or former intimate partner in the previous 12 months [5.2.1],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_SEXV,Proportion of ever-partnered women and girls subjected to sexual violence by a current or former intimate partner in the previous 12 months [5.2.1],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_PSYV,Proportion of ever-partnered women and girls subjected to psychological violence by a current or former intimate partner in the previous 12 months [5.2.1],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_NONMARR,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],PT,0,F,Y_GE15,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union before age 18 [5.3.1],PT,0,F,Y20T24,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],PT,0,F,Y20T24,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_FGMS,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting [5.3.2],PT,0,F,Y15T19;Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_DOM_TSPDCW,Proportion of time spent on unpaid care work [5.4.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_DOM_TSPDDC,Proportion of time spent on unpaid domestic chores [5.4.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_GEN_PARLN,Number of seats held by women in national parliaments [5.5.1],NUMBER,ALL,F,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_GEN_PARLNT,Number of seats in national parliaments [5.5.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats) [5.5.1],PT,0,F,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government [5.5.1],PT,0,F,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_GEN_LOCG,Proportion of seats held by women in local governments (% of total number of seats) [5.5.1],PT,0,F,_T,_T,_T,_T,_T,_T,_T,_T,_T
IC_GEN_MGTL,Proportion of women in managerial positions [5.5.2],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IC_GEN_MGTN,Proportion of women in senior and middle management positions [5.5.2],PT,0,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_FPL_INFM,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years) [5.6.1]",PT,0,F,Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years) [5.6.1],PT,0,F,Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_FPL_INFMCU,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years) [5.6.1],PT,0,F,Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_FPL_INFMRH,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years) [5.6.1],PT,0,F,Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_RHC_ACCS,"Countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education (1 = YES; 0 = NO) [5.6.2]",NUMBER,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SP_LGL_LNDAGSEC,Proportion of total agricultural population with ownership or secure rights over agricultural land [5.a.1],PT,0,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_LGL_LNDWMN,Proportion of countries where the legal framework (including customary law) guarantees women's equal rights to land ownership and/or control [5.a.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
IT_MOB_OWN,Proportion of individuals who own a mobile telephone [5.b.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_GEN_EQPWN,Proportion of countries with systems to track and make public allocations for gender equality and women's empowerment [5.c.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SH_H2O_SAFE,Proportion of population using safely managed drinking water services [6.1.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_SAN_HNDWSH,Proportion of population with basic handwashing facilities on premises [6.2.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_SAN_SAFE,Proportion of population using safely managed sanitation services [6.2.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_SAN_DEFECT,Proportion of population practicing open defecation [6.2.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EN_WWT_WWDS,Proportion of safely treated domestic wastewater flows [6.3.1],PT,0,_T,_T,_T,_T,_T,_T,_T,ALL,_T,_T
EN_H2O_OPAMBQ,Proportion of open water bodies with good ambient water quality [6.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality [6.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality [6.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_H2O_WBAMBQ,Proportion of bodies of water with good ambient water quality [6.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter) [6.4.1],USD_PER_M3,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_IWRMD,Degree of integrated water resources management implementation [6.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_IWRMP,Proportion of countries by IWRM implementation category [6.5.1],PT,0,_T,_T,_T,DEG_HIG;DEG_LOW;DEG_MHIG;DEG_VHIG;DEG_VLOW;DEG_MLOW,_T,_T,_T,_T,_T,_T
EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation [6.5.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EG_TBA_H2COAQ,Proportion of transboundary aquifers with an operational arrangement for water cooperation [6.5.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EG_TBA_H2CORL,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation [6.5.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_PMPR,Water body extent (permanent) (% of total land area) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_PMNR,Water body extent (permanent) (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_PMPP,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDETOT,Nationally derived total extent (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDOPW,Nationally derived extent of open water bodies (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQLGRW,Nationally derived quality of groundwater (%) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQLOPW,Nationally derived quality of open water bodies  (%) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQLRVR,Nationally derived quality of river  (%) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%) [6.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQTGRW,Nationally derived quantity of groundwater (millions of cubic metres per annum) [6.6.1],M_M3_PER_YR,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQTOPW,Nationally derived quantity of open water bodies (million of cubic metres per annum) [6.6.1],M_M3_PER_YR,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQTRVR,Nationally derived quantity of rivers (million of cubic metres per annum) [6.6.1],M_M3_PER_YR,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDQTTOT,Nationally derived total quantity (millions of cubic metres per annum) [6.6.1],M_M3_PER_YR,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres) [6.6.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries [6.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_WAT_PROCED,Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in water resources planning and management [6.b.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_PARTIC,Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply [6.b.1],PT,0,_T,_T,ALL,_T,_T,_T,_T,_T,_T,_T
ER_H2O_PROCED,Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply [6.b.1],PT,0,_T,_T,ALL,_T,_T,_T,_T,_T,_T,_T
ER_WAT_PARTIC,Proportion of countries with high level of users/communities participating in planning programs in water resources planning and management [6.b.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_RURP,"Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA) [6.b.1]",NUMBER,0,_T,_T,ALL,_T,_T,_T,_T,_T,_T,_T
ER_H2O_PRDU,"Countries with procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) [6.b.1]",NUMBER,0,_T,_T,ALL,_T,_T,_T,_T,_T,_T,_T
ER_WAT_PART,"Countries with users/communities participating in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA) [6.b.1]",NUMBER,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_WAT_PRDU,"Countries with procedures in law or policy for participation by service users/communities in planning program in water resources planning and management, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) [6.b.1]",NUMBER,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H20_LCMGM,Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management [6.b.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EG_ACS_ELEC,Proportion of population with access to electricity [7.1.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology [7.1.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EG_CFT_COOK,Proportion of population with primary reliance on clean fuels and technology for cooking [7.1.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EG_FEC_RNEW,Renewable energy share in the total final energy consumption [7.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EG_EGY_PRIM,Energy intensity level of primary energy [7.3.1],MJ_PER_GDP_CON_PPP_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems [7.a.1]",CON_USD,6,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
NY_GDP_PCAP,Annual growth rate of real GDP per capita [8.1.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SL_EMP_PCAP,Annual growth rate of real GDP per employed person [8.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SL_ISV_IFRM,Proportion of informal employment in non-agriculture employment,PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EN_MAT_FTPRPG,"Material footprint per unit of GDP [8.4.1, 12.2.1]",KG_PER_CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
EN_MAT_FTPRPC,"Material footprint per capita [8.4.1, 12.2.1]",T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
EN_MAT_FTPRTN,"Material footprint [8.4.1, 12.2.1]",T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
EN_MAT_DOMCMPT,Domestic material consumption [8.4.2],T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
EN_MAT_DOMCMPG,Domestic material consumption per unit of GDP [8.4.2],KG_PER_CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material [8.4.2]",T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T;MF1;MF2;MF3;MF4;MF121;MF11;MF122;MF14;MF13;MF41;MF422;MF413;MF421;MF21;MF22;MF_AGG3A;MF_AGG3B,_T
SL_EMP_EARN,Average hourly earnings [8.5.1],CUR_LCU,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_TLF_UEM,Unemployment rate [8.5.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,_T,ALL,ALL,_T,_T
SL_TLF_UEMDIS,"Unemployment rate, by disability [8.5.2]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,_T;PD;PWD,ALL,ALL,_T,_T
SL_TLF_NEET,"Proportion of youth not in education, employment or training [8.6.1]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_TLF_CHLDEC,Proportion of children engaged in economic activity and household chores [8.7.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_TLF_CHLDECN,Number of children engaged in economic activity and household chores [8.7.1],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_TLF_CHLDEA,Proportion of children engaged in economic activity [8.7.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_TLF_CHLDEAN,Number of children engaged in economic activity [8.7.1],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_EMP_FTLINJUR,Fatal occupational injuries among employees (rate) [8.8.1],PER_100000_EMP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_EMP_INJUR,Non-fatal occupational injuries among employees (rate) [8.8.1],PER_100000_EMP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP [8.9.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ST_EMP_SUST,Proportion of jobs in sustainable tourism industries out of total tourism jobs,PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults [8.10.1]",PER_100000_POP,ALL,_T,Y_GE15,_T,_T,_T,_T,_T,_T,_T,_T
FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults [8.10.1]",PER_100000_POP,ALL,_T,Y_GE15,_T,_T,_T,_T,_T,_T,_T,_T
FB_BNK_ACCSS,Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider [8.10.2],PT,0,ALL,Y_GE15,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries [8.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries [8.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries [8.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SL_CPA_YEMP,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy [8.b.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SP_ROD_R2KM,Proportion of the rural population who live within 2 km of an all-season road [9.1.1],PT,0,ALL,ALL,R,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IS_RDP_FRGVOL,Freight volume (tonne kilometres) [9.1.2],T_KM,ALL,_T,_T,_T,_T;MOT_AIR;MOT_RAI;MOT_ROA;MOT_IWW;MOT_SEA,_T,_T,_T,_T,_T,_T
IS_RDP_PFVOL,Passenger volume (passenger kilometres) [9.1.2],P_KM,ALL,_T,_T,_T,_T;MOT_AIR;MOT_RAI;MOT_ROA;MOT_IWW;MOT_SEA,_T,_T,_T,_T,_T,_T
IS_TRP_MAILTKM,Mail volume (tonne kilometres) [9.1.2],T_KM,ALL,_T,_T,_T,_T;MOT_AIR;MOT_RAI;MOT_ROA;MOT_IWW;MOT_SEA,_T,_T,_T,_T,_T,_T
NV_IND_MANFPC,Manufacturing value added per capita [9.2.1],CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,ISIC4_C
NV_IND_MANF,Manufacturing value added as a proportion of GDP [9.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,ISIC4_C
SL_TLF_MANF,Manufacturing employment as a proportion of total employment [9.2.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,ISIC4_C
NV_IND_SSIS,Proportion of small-scale industries in total industry value added [9.3.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FC_ACC_SSID,Proportion of small-scale industries with a loan or line of credit [9.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_ATM_CO2,Carbon dioxide emissions from fuel combustion [9.4.1],T,6,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T; ISIC4_C10T32X19
EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added [9.4.1],KG_PER_CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,ISIC4_C
EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP [9.4.1],KG_PER_CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GB_XPD_RSDV,Research and development expenditure as a proportion of GDP [9.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GB_POP_SCIERD,Researchers (in full-time equivalent) per million inhabitants [9.5.2],PER_1000000_POP,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_INFRAL,"Total official flows for infrastructure, by recipient countries [9.a.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added [9.b.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
IT_MOB_2GNTWK,Proportion of population covered by at least a 2G mobile network [9.c.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network [9.c.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network [9.c.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SI_HEI_TOTL,Growth rates of household expenditure or income per capita [10.1.1],PT,0,_T,_T,_T,_T,_T,_T,_T,ALL,_T,_T
SI_POV_50MI,Proportion of people living below 50 percent of median income [10.2.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
